0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.6434,1.7958,0.93673,0.45163
-0.7308,1.8341,1.0999,0.65422
-0.75383,2.298,1.1889,0.62981
-1.6127,2.4464,1.2986,0.80038
-1.5844,2.5024,1.4155,0.96135
-1.5109,2.5242,1.3884,0.93557
-1.4651,2.3801,1.5056,1.0081
-1.3939,2.6733,1.7113,1.1851
-1.3325,2.567,1.4699,1.0358
-1.2606,2.158,1.5576,1.1421
-1.1809,2.6449,1.5773,1.2103
-1.1482,2.4828,1.6617,1.1872
-1.1454,2.5099,1.6613,1.1548
-1.2107,2.2737,1.5132,1.1775
-1.1766,2.5886,1.6329,1.1683
-1.2107,2.7402,1.7893,1.263
-1.2446,2.5165,1.7302,1.2605
-1.0819,2.6707,1.6466,1.231
-1.0384,2.5184,1.7199,1.254
-0.94907,2.4979,1.6714,1.2327
-1.1473,2.8157,1.7159,1.3679
-1.2137,2.6671,1.7614,1.3663
-1.3445,2.6584,1.8584,1.3438
-1.427,2.565,1.8288,1.3944
-1.4588,2.6879,1.6675,1.2799
-1.4927,2.6402,1.6805,1.2769
-1.5267,2.6038,1.7528,1.3584
-1.5247,2.7346,1.7568,1.3588
-1.431,2.6889,1.9146,1.4401
-1.2489,2.8877,1.8004,1.4272
-0.39018,2.6068,1.7179,1.3938
0.55102,2.9675,1.9276,1.5004
1.2711,2.6467,1.8456,1.4521
1.6296,2.5438,1.7022,1.3552
2.6686,2.6928,2.0559,1.5131
3.3863,2.6275,1.7571,1.4147
3.6319,2.9084,1.77,1.4052
-1.6254,2.6824,1.8571,1.4106
-1.4713,2.6632,1.953,1.4881
-1.3859,3.033,1.8696,1.4386
-1.4357,2.7818,2.0064,1.5756
-0.77958,2.8025,1.8299,1.4715
-0.23675,2.5548,1.8855,1.52
-0.61802,2.4867,1.8011,1.3574
-1.3913,2.9736,1.9935,1.5499
