0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.2701,3.1403,2.03,1.584
1.2508,3.3937,2.0457,1.6222
1.318,3.6528,2.0952,1.7355
1.3442,4.3538,2.2527,1.7501
1.3562,3.7968,2.1779,1.7732
1.3597,3.6496,2.3074,1.7739
1.3111,3.5198,2.2177,1.7222
1.2913,3.5838,2.3146,1.8473
1.2824,3.5698,2.2208,1.7065
1.2746,3.9343,2.2591,1.8024
1.2767,3.887,2.1816,1.7728
1.3045,3.6542,2.2612,1.82
1.277,4.183,2.5924,1.9145
1.2598,3.8195,2.3492,1.7928
1.2558,3.7608,2.2481,1.812
1.2529,4.4021,2.4508,1.8852
1.2535,4.7002,2.5611,1.9459
1.2308,4.4371,2.3754,1.7934
1.221,4.2175,2.466,1.9334
1.2378,4.1958,2.3171,1.8821
1.2311,3.9845,2.3343,1.7589
1.194,4.049,2.4057,1.9459
1.1751,4.7541,2.5371,1.9414
1.1775,4.2002,2.4269,1.8986
1.1667,3.5787,2.256,1.8989
1.1676,4.3057,2.6407,1.9206
1.1338,3.9702,2.5867,1.9243
1.1189,4.0659,2.4859,1.9392
1.1142,4.8808,2.3661,1.9122
1.0984,4.0964,2.4814,2.0215
1.0744,4.5149,2.6139,1.9934
1.0488,4.2956,2.3946,1.9359
1.0501,4.2053,2.5976,2.0874
1.0272,3.9489,2.5569,2.0402
1.0218,5.5123,2.5875,2.0401
1.0193,3.8509,2.4148,1.9426
1.0123,4.5166,2.6668,2.0346
1.0096,4.2288,2.5731,2.0515
1.0025,4.28,2.6774,1.9852
0.99588,4.5397,2.6604,2.007
0.9979,4.5411,2.6178,2.0342
1.0071,4.2385,2.5058,1.9125
1.0099,4.2634,2.5443,1.9399
1.0061,4.2153,2.6218,1.9849
0.99015,3.7816,2.5296,1.9225
0.98313,4.1633,2.5107,1.9
0.96539,4.6209,2.4063,1.9781
