0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-0.83982,2.1175,1.0291,0.49126
-0.78596,1.9813,1.1711,0.74569
-0.96838,1.9131,1.1511,0.73711
-1.1034,2.1513,1.4136,0.85361
-1.1858,2.1854,1.3414,0.93696
-1.2942,2.3668,1.527,0.9498
-1.3415,2.2887,1.446,0.94552
-0.90158,2.2331,1.416,0.85192
-0.5227,2.4973,1.4791,1.1141
-0.79073,2.5665,1.6052,1.1099
-0.86832,2.4232,1.6684,1.1894
-0.84544,2.6741,1.5766,1.1067
-0.66987,2.5667,1.5933,1.1863
-0.22632,2.5161,1.6999,1.332
0.33874,2.7985,1.7619,1.2887
1.203,2.547,1.6753,1.2167
0.21371,2.5202,1.6456,1.2373
0.85344,2.7904,1.8452,1.2949
1.3012,2.6578,1.6409,1.2878
0.64795,2.8191,1.7205,1.225
0.60338,2.6827,1.8666,1.3877
1.6055,2.51,1.6999,1.2748
2.0868,2.7191,1.7523,1.3529
1.9644,2.598,1.7946,1.3333
1.5133,2.6931,1.8205,1.3487
1.2776,2.5762,1.7023,1.3394
2.0523,2.5545,1.8126,1.4582
1.6558,2.7946,1.7937,1.3733
0.93651,2.6708,1.9128,1.3647
1.9667,2.6422,1.9422,1.5214
2.0872,2.8518,1.8836,1.4419
2.8984,2.7987,2.0125,1.5005
2.1982,2.883,1.9244,1.5682
2.3756,2.6765,1.9371,1.47
1.5794,2.841,1.8608,1.4303
0.18319,2.7573,1.9109,1.4785
0.014308,2.819,1.8317,1.4532
-0.60759,2.6869,2.0064,1.5327
-0.95864,2.4707,1.8577,1.4469
-1.8752,2.4497,1.8862,1.36
-1.665,2.5945,1.8728,1.4989
-1.3621,2.9266,1.8083,1.4498
-1.4595,2.6887,1.9841,1.6
-0.76876,2.6879,1.894,1.415
-1.4062,2.5772,1.854,1.5225
-1.6389,2.6567,1.9855,1.5613
