0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.323,3.5317,2.0141,1.6199
1.2884,3.448,2.3033,1.7238
1.3173,4.3443,2.1342,1.6462
1.3049,3.6791,2.1173,1.7276
1.3075,3.8972,2.2278,1.7678
1.3029,3.8567,2.3819,1.7957
1.2657,3.7616,2.1941,1.7611
1.2525,4.2838,2.2361,1.73
1.2589,3.9054,2.2262,1.7526
1.2389,4.1388,2.2581,1.8193
1.2428,4.0206,2.4421,1.8422
1.2601,4.5561,2.2565,1.7487
1.2369,4.2321,2.3702,1.802
1.2193,3.9124,2.2903,1.8237
1.2092,4.127,2.4424,1.8452
1.1987,4.0068,2.2953,1.8345
1.2099,3.3489,2.3041,1.8795
1.1837,4.3635,2.6638,1.9533
1.1684,4.0427,2.3702,1.8352
1.1761,4.5497,2.6699,1.9922
1.1775,3.8616,2.5403,1.9681
1.1398,3.9468,2.5342,1.9551
1.1182,4.0157,2.4978,1.9484
1.1059,4.8418,2.5994,2.0655
1.1148,4.131,2.5586,2.0003
1.1014,3.7321,2.4987,1.9493
1.0678,4.2104,2.4361,1.9148
1.0505,3.7798,2.3528,1.916
1.0434,3.6017,2.3804,1.8832
1.0254,4.2194,2.4929,1.9716
0.99821,3.7547,2.4841,1.9464
0.97538,3.7179,2.6263,1.9069
0.9786,3.9572,2.4608,1.9744
0.94881,4.8412,2.4098,1.9177
0.94271,4.3218,2.57,1.9875
0.93855,4.6009,2.7803,2.0394
0.94318,4.4934,2.5207,1.9624
0.92947,4.3385,2.2537,1.8816
0.91739,4.0314,2.4783,1.9487
0.91319,3.7541,2.7034,2.0419
0.91882,4.5406,2.7314,2.1861
0.91522,4.5188,2.6653,1.9702
0.91204,4.4055,2.5172,2.0231
0.90739,4.7861,2.5912,1.9902
0.89648,4.1678,2.6348,2.0364
0.88943,4.7563,2.5498,2.0443
0.8771,4.9615,2.7097,1.9824
