0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.1416,3.5876,2.0204,1.6652
1.1682,3.6237,2.1893,1.7462
1.1614,3.9978,2.1768,1.7638
1.1681,3.4381,2.1972,1.7242
1.1654,4.0579,2.3058,1.7744
1.1274,3.796,2.1035,1.7507
1.1229,3.0715,2.1362,1.7656
1.134,3.0878,2.2385,1.7736
1.1148,4.4268,2.2975,1.8141
1.1126,3.8729,2.4368,1.8796
1.1444,4.3559,2.3433,1.8202
1.1086,3.5278,2.2098,1.7807
1.1068,4.3223,2.2404,1.7306
1.1057,3.6858,2.2294,1.7574
1.1029,3.2923,2.2628,1.8379
1.1025,4.2235,2.6461,2.0303
1.0973,3.9774,2.4368,1.8166
1.0938,3.8627,2.3393,1.8131
1.111,4.4898,2.3716,1.8885
1.1253,4.4142,2.3893,1.8194
1.0869,4.3388,2.4582,1.9151
1.0828,4.2123,2.2686,1.8609
1.0786,3.934,2.5252,1.9641
1.1095,4.2552,2.4729,1.9451
1.1014,4.5577,2.5052,1.899
1.0658,4.2509,2.4792,1.8832
1.0597,4.3878,2.5646,1.9491
1.0553,4.3701,2.5537,1.9341
1.0491,4.0037,2.2758,1.8828
1.043,4.2981,2.5732,1.9757
1.0374,3.946,2.4134,1.8978
1.0555,4.2876,2.4553,1.9073
1.0293,4.4916,2.6223,2.0262
1.0274,3.9333,2.447,1.9393
1.0237,4.5792,2.4541,2.0006
1.0387,4.488,2.5736,2.0892
1.0283,4.2898,2.5728,1.9499
1.0182,5.2132,2.7295,2.091
1.0155,5.2067,2.5128,1.9739
1.0344,4.6954,2.6646,2.0733
1.0427,4.6304,2.5368,1.9847
1.0342,3.8541,2.4056,1.8821
1.0414,4.2357,2.5888,1.9602
1.016,4.5687,2.5489,1.9739
1.0139,4.8237,2.6726,2.0056
1.0191,4.6964,2.6601,2.0676
1.0454,4.1871,2.4574,1.9693
