0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.4559,3.0512,1.9542,1.6454
2.1002,3.5939,1.9532,1.5895
2.2555,4.5305,2.1726,1.7504
2.6608,3.8293,2.2714,1.7759
2.3006,3.743,2.3248,1.7284
2.3295,3.6975,2.1945,1.8035
2.3142,4.6779,2.141,1.6816
2.326,3.6722,2.1492,1.6901
2.2791,4.1016,2.3168,1.7923
1.9976,4.092,2.31,1.8492
2.0526,3.777,2.3407,1.835
1.7425,4.0495,2.3467,1.8941
1.526,4.2595,2.2794,1.859
1.5288,4.2508,2.3505,1.8322
1.4471,3.9943,2.3116,1.8271
1.3953,4.1541,2.4349,1.8534
1.3769,3.9059,2.428,1.8793
1.3516,4.6202,2.7391,1.9959
1.3237,4.3296,2.4754,1.9323
1.2554,4.1586,2.4759,1.8195
1.1832,4.5389,2.5048,1.9937
1.1429,3.9987,2.253,1.8646
1.0714,4.1566,2.3908,1.862
1.0853,4.4011,2.305,1.8991
1.072,5.1288,2.6432,2.0924
1.0636,4.5012,2.5109,1.987
1.0467,4.2001,2.6025,2.0324
1.0534,4.3398,2.685,2.0484
1.0502,4.6782,2.6659,2.004
1.0419,4.2498,2.4115,1.8787
1.0308,3.7977,2.5115,1.9795
1.0118,4.5069,2.5923,2.0652
1.0126,4.5613,2.3263,1.9171
0.98803,4.4687,2.5763,1.9845
0.98386,4.6618,2.354,1.8687
0.99284,4.6961,2.4603,1.872
0.98377,4.455,2.7741,2.0622
0.96808,4.7116,2.552,1.9484
0.97272,4.7997,2.5331,2.0507
0.96981,4.1674,2.4768,1.9147
0.96247,4.3202,2.4839,1.958
0.9594,4.2167,2.3828,1.9797
0.94958,3.7268,2.5262,2.0201
0.94475,4.7981,2.6645,1.9512
0.94069,4.0566,2.7858,2.0529
0.94124,4.1389,2.7001,2.0125
0.9373,4.7559,2.5634,2.0127
0.93392,4.6848,2.9864,2.1426
